大專院校名稱,補助計畫摘要,補助計畫,補助經費
財團法人私立淡江大學(本部委辦私立高中以上軍訓及護理教師待遇經費),淡江大學代發109年3月本部商借軍訓教官申請國民旅遊卡強制休假補助費 08--404505,私立學校教學獎助,160000
致理學校財團法人致理科技大學,109年度大專校院僑生輔導實施計畫補助經費 05--404505,國際及兩岸教育交流,8448
逢甲大學,109年度部分補助私立大專校院教官遇缺遞補學輔人力案（第1期） 08--404505,私立學校教學獎助,6387787
崑山科技大學,109年度部分補助私立大專校院教官遇缺遞補學輔人力案（第1期） 08--404505,私立學校教學獎助,5490378
財團法人台灣首府大學,109年度部分補助私立大專校院教官遇缺遞補學輔人力案（第1期） 08--404505,私立學校教學獎助,261144
大葉大學,109年度部分補助私立大專校院教官遇缺遞補學輔人力案（第1期） 08--404505,私立學校教學獎助,3000000
聖約翰科技大學,109年度部分補助私立大專校院教官遇缺遞補學輔人力案（第1期） 08--404505,私立學校教學獎助,2400000
高雄醫學大學,109年度部分補助私立大專校院教官遇缺遞補學輔人力案（第1期） 08--404505,私立學校教學獎助,4800000
朝陽科技大學,109年度部分補助私立大專校院教官遇缺遞補學輔人力案（第1期） 08--404505,私立學校教學獎助,4601303
正修科技大學,109年度部分補助私立大專校院教官遇缺遞補學輔人力案（第1期） 08--404505,私立學校教學獎助,4246055
財團法人景文科技大學,109年度部分補助私立大專校院教官遇缺遞補學輔人力案（第1期） 08--404505,私立學校教學獎助,3498000
東南科技大學,109年度部分補助私立大專校院教官遇缺遞補學輔人力案（第1期） 08--404505,私立學校教學獎助,4696543
黎明技術學院,109年度部分補助私立大專校院教官遇缺遞補學輔人力案（第1期） 08--404505,私立學校教學獎助,2400000
大仁科技大學,補助109年度技專校院「高等教育深耕計畫」第1期款經費 05--404505,技術職業教育行政及督導,4950000
廣亞學校財團法人育達科技大學,補助109年度技專校院「高等教育深耕計畫」第1期款經費 05--404505,技術職業教育行政及督導,1788767
馬偕醫護管理專科學校,補助109年度技專校院「高等教育深耕計畫」第1期款經費 05--404505,技術職業教育行政及督導,3060000
中原大學,補助108年度大學招生專業化發展試辦計畫 02--404505,高等教育行政及督導,1789017
財團法人真理大學,補助108年度大學招生專業化發展試辦計畫 02--404505,高等教育行政及督導,1000000
東吳大學,補助108年度大學招生專業化發展試辦計畫 02--404505,高等教育行政及督導,1102368
中國文化大學,補助108年度大學招生專業化發展試辦計畫 02--404505,高等教育行政及督導,802645
嘉藥學校財團法人嘉南藥理大學,109年度大專校院健康促進學校計畫補助 03--404505,一般行政,250000
樹人醫護管理專科學校,109年度大專校院健康促進學校計畫補助 03--404505,一般行政,140000
仁德醫護管理專科學校,109年度大專校院健康促進學校計畫補助 03--404505,一般行政,200000
東南科技大學,109年度大專校院健康促進學校計畫補助 03--404505,一般行政,170000
淡江大學,109年度大專校院健康促進學校計畫補助 03--404505,一般行政,170000
中州學校財團法人中州科技大學,109年度大專校院健康促進學校計畫補助 03--404505,一般行政,103000
樹人醫護管理專科學校,109年度大專校院健康促進學校計畫補助 03--404505,一般行政,60000
財團法人新生醫護管理專科學校,(高教深耕-附件2)109年1-7月補助大專校院原住民族學生資源中心計畫經費 03--404505,一般行政,330000
亞洲大學,智慧創新跨領域人才培育聯盟計畫 07--404505,資訊與科技教育行政及督導,400000
中國科技大學,智慧創新跨領域人才培育聯盟計畫 07--404505,資訊與科技教育行政及督導,200000
中國科技大學,智慧創新跨領域人才培育聯盟計畫 07--404505,資訊與科技教育行政及督導,920000
靜宜大學,109年度部分補助私立大專校院教官遇缺遞補學輔人力案（第1期） 08--404505,私立學校教學獎助,4200000
聖母醫護管理專科學校,109年度學輔經費補助款 02--404505,私立學校教學獎助,1351960
長榮大學,109年度部分補助私立大專校院教官遇缺遞補學輔人力案（第1期） 08--404505,私立學校教學獎助,4002510
財團法人輔英科技大學,109年度部分補助私立大專校院教官遇缺遞補學輔人力案（第1期） 08--404505,私立學校教學獎助,3396000
光宇學校財團法人元培醫事科技大學,109年度部分補助私立大專校院教官遇缺遞補學輔人力案（第1期） 08--404505,私立學校教學獎助,1800000
廣亞學校財團法人育達科技大學,109年度部分補助私立大專校院教官遇缺遞補學輔人力案（第1期） 08--404505,私立學校教學獎助,1800000
大葉大學,補助「進階護理師研究所培育模式之建構計畫」經費 04--404505,高等教育行政及督導,600000
中華大學,109年度大專校院健康促進學校計畫補助 03--404505,一般行政,70000
中華大學,109年度大專校院健康促進學校計畫補助 03--404505,一般行政,30000
中原大學,109年度補助大學校院特殊教育中心計畫經費-中原 06--404505,學生事務與特殊教育行政及督導,150000
中原大學,109年度補助大學校院特殊教育中心計畫經費-中原 06--404505,學生事務與特殊教育行政及督導,750000
高雄醫學大學,「新南向培英專案─獎補助大學校院招收東南亞及南亞國家大學講師來臺攻讀學位計畫」109年1-8月經費 05--404505,國際及兩岸教育交流,2000000
正修科技大學,教育部補助智慧製造產業創新人才培育計畫 07--404505,資訊與科技教育行政及督導,330000
正修科技大學,教育部補助智慧製造產業創新人才培育計畫 07--404505,資訊與科技教育行政及督導,635706
東海大學,教育部補助智慧製造產業創新人才培育計畫 07--404505,資訊與科技教育行政及督導,625509
靜宜大學,教育部補助智慧製造產業創新人才培育計畫 07--404505,資訊與科技教育行政及督導,1222076
財團法人耕莘健康管理專科學校,耕莘健康管理專科學校辦理「109年大專校院防制學生藥物濫用服務學習模式」方案，申請經費補助案 04--404505,學生事務與特殊教育行政及督導,40000
弘光科技大學,部分補助大專校院辦理帶動中小學社團發展計畫-弘光 01--404505,學生事務與特殊教育行政及督導,62000
元智大學,部分補助大專校院辦理帶動中小學社團發展計畫-元智 01--404505,學生事務與特殊教育行政及督導,110000
樹人醫護管理專科學校,(高教深耕-附件2)109年1-7月補助大專校院原住民族學生資源中心計畫經費 03--404505,一般行政,231000
龍華科技大學,109年度大專校院健康促進學校計畫補助03--404505,一般行政,79000
龍華科技大學,109年度大專校院健康促進學校計畫補助03--404505,一般行政,21000
正修科技大學,補助108年「科技大學推動國際技術人才培育學院試辦計畫」 05--404505,技術職業教育行政及督導,4500000
正修科技大學,補助108年「科技大學推動國際技術人才培育學院試辦計畫」 05--404505,技術職業教育行政及督導,1500000
義守大學,補助108年度大學招生專業化發展試辦計畫 02--404505,高等教育行政及督導,2097470
銘傳大學,補助108年度大學招生專業化發展試辦計畫 02--404505,高等教育行政及督導,2400000
財團法人輔英科技大學,109年度學輔經費補助款 02--404505,私立學校教學獎助,2177539
亞東技術學院,部分補助109年度北二區大專校院學生事務工作計畫申請案 02--404505,私立學校教學獎助,24000
開南大學,109年度學輔經費補助款 02--404505,私立學校教學獎助,1728980
財團法人輔英科技大學,109年學輔經費獎助款 02--404505,私立學校教學獎助,348000
中華學校財團法人中華科技大學,109年度部分補助私立大專校院教官遇缺遞補學輔人力案（第1期） 08--404505,私立學校教學獎助,3600000
華梵大學,109年度學輔經費補助款 02--404505,私立學校教學獎助,1152880
德明財經科技大學,109年度學輔經費補助款 02--404505,私立學校教學獎助,1904410
中華醫事科技大學,109年度學輔經費補助款 02--404505,私立學校教學獎助,2121050
財團法人真理大學,109年度學輔經費補助款 02--404505,私立學校教學獎助,1720090
大仁科技大學,109年度部分補助私立大專校院教官遇缺遞補學輔人力案（第1期） 08--404505,私立學校教學獎助,4799898
醒吾學校財團法人醒吾科技大學,109年度學輔經費補助款 02--404505,私立學校教學獎助,1997850
敏惠醫護管理專科學校,109年度學輔經費補助款 02--404505,私立學校教學獎助,1546560
德明財經科技大學,109年度部分補助私立大專校院教官遇缺遞補學輔人力案（第1期） 08--404505,私立學校教學獎助,4744509
慈濟學校財團法人慈濟大學,109年度部分補助私立大專校院教官遇缺遞補學輔人力案（第1期） 08--404505,私立學校教學獎助,2400000
台南應用科技大學(原台南科技大學991001更名),109年度部分補助私立大專校院教官遇缺遞補學輔人力案（第1期） 08--404505,私立學校教學獎助,5021557
元智大學,109年度部分補助私立大專校院教官遇缺遞補學輔人力案（第1期） 08--404505,私立學校教學獎助,3567541
中華大學,109年度學輔經費補助款 02--404505,私立學校教學獎助,1654290
